name,text
S.A.G.E. 'n Sour,
S.D.D.C.,
Scooby Snacks #10,
Scott's OG,"The Rare Dankness #1 male brings Ghost OG (the real cut), Chem and Triangle Kush to the playing field.  As Scott himself posted on a forum, ""The RD#1 male brings a shit ton of resin [and] Chem growth with a nice splash of the OG flavor and smell everyone wants[.]""The backcross to Triangle Kush brings in even more of the OG family line and traits, making this an extremely potent OG variant, pushing past the Ghost and reaching Face Off levels.Triangle Kush x Rare Dankness #1Scott's OG is a varietal avaiable in seed form from Rare Dankness Seeds.  We've heard of a few people finding some very nice phenos in their packs, but possibly the cut regarded as the best is the pheno found by some Michigan growers.  After having won 1st Place in the Growers Cup in 2012 or 2013, Scott was invited to meet the purveyors of the fine flowers.  He was gifted a cut of the winning pheno and made it available commercially to some Colorado retail centers.  The photos in this profile were taken at Green Dream Health Services in Boulder, Colorado and is the verified Michigan Cup winner phenotype.Pungent with rubber band or tennis ball undertones.Pungent with rubber band or tennis ball undertones.Lemon kush, pinene.  Typical OG Kush, hybird indica body with a stong potency on this cross.ColoradoSeeds available.  Clone-Only phenotype of ""Michigan Cup Winner"" floating around the scene.55-65 days"
Sensi Star,
SFV OG Kush,
Shaman,
Showdawg,"Chem D x TK StardawgA genetic breeding project by Green Dream Cannabis in Boulder, CO. This strain delivers the appearance of Stardawg while portraying the effect and aroma of an OG Kush varietal.Dense but vevet like, Show Dawg breaks down easier than OG Kush or Chem D due to it's heavy Stardawg leaning traits (i.e more, but less voluminous calyxes). Sour, pine and chemical. Tart and pungent. Skunky and a thick, heavy smoke. Profoundly potent in the terpene pinene, it is demonstrated as a pain reliever and muscle relaxant. Be prepared for apatite stimulation as well with its high THC content.Green Dream Cannabis, Boulder, CO"
Silver Coin,
Silver Pearl,"Though it won a Cannabis Cup way back in 1994, we didn't expect a whole lot from this strain, simply because it's very old-school and contains strains that make our collective shoulders shrug. However, this strain showed us that old Dutch seedbank material has its good points, as it provided a great Sativa-hybrid experience and a huge dose of fresh, sweet, fruity notes in both the flavor and the aroma. This particular grow was mostly without flaw, and we especially liked seeing the array of cloudy trichomes, which seems increasingly rare (we often see a bunch of clear heads with patches of ambers mixed in rather than a true progression). While its strong start and at times racy effect may get on top of some inexperienced patients, it was moderately potent overall and would be suitable for daytime relief for mid-to-experienced patients. This is a strong first KindReview for Green Mountain CARE, and we look forward to seeing more choices from their garden.Bred by Sensi Seeds to create an easy-to-grow stress-resistant varietal for indoor cultivationClaw-shaped asparagus green sepals, arranged in tight closed cluster calyxes, with bursts of burnt umbre pistils, and average coverage with thick-stalked wavy trichomes with large headsWe were almost taken aback at how nice this sample smelled, both in the jar/bag and once it was broken up or ground. It reminded us of some of the better Jack Herer/Jack Flash samples we've had, except with more of the candy sweetness you find in something like Island Sweet Skunk or Cotton CandyRomulan. Sweet, fruity, and floral, it has elements of rose petals, grape candy, and fresh citrus cleaner — these aromas seem to blend and appear at different times, making for a complex and enjoyable experience. While not outwardly pungent like something in the Diesel/Kush family, it was a strong and bold aroma nonetheless.While it's worth noting that one reviewer didn't seem to care much for the flavor and noted some harshness when burning, the rest of the staff had no such complaints. We got a very fresh, lightly sweet and fruity flavor that seemed to match the pre-grind smell for the most part. It had notes of eucalyptus, citrus, and flowers on the initial hits but burned away into more of a lightly spicy (yet still sweet) flavor that brought to mind cinnamon. The smoke was extremely smooth for the majority of the staff (one using a glass pipe, one using an IncrediBowl) and coughing was minimal. The final ash finished with some dark areas, indicating that a longer or more thorough flush would have been beneficial… that didn't affect the flavor much in our estimation, however.The effects of this strain were noticed almost immediately after exhaling, with the usual package of Sativa pressure effects rising up into our heads. A fluttery, light feeling in the torso area and an major uptick in both mood and mental activity also added to the Sativa start we experienced. It bordered on anxious at times, but its background body relaxation seemed to help keep us calm and in a positive, borderline euphoric mood. While it was difficult to concentrate on one thing, it seemed to aid with overall mental activity, making some of the staff feel like multi-tasking machines, jumping capably from task to task but never lingering. The fairly excitable state declined in potency after about an hour, then shifted gears at about 1.5 hours to a more relaxing state that lost the at-times anxious edge. The effect's endurance was also somewhat surprising, lasting at a medicinal level for 2 solid hours, then declining quickly from there but lingering in the eyes for a full 3 hours.NetherlandsSeed"
SK9,"We really enjoyed the effects of this strain, which served to really energize us through the peak of the effects without ever feeling anxious or overwhelming. SK9 seemed to go with the flow of the day, making us feel comfortable and capable at nearly any project we took on. The second half came with some drowsiness, but a quick re-medication would fix that. The crisp Haze-influenced aroma and taste were both pleasing, if a bit indistinct, and we had no real complaint about the appearance. We like this strain as a daytime motivator, or perhaps as an after-work ""up-then-down"" type of med, where you can get things done and then ease into a relaxing night.Spade-shaped woodland green sepals, arranged in closed stack calyxes, with bursts of ocher pistils, and above-average coverage with short-stalked hooked trichomes with large headsSweet and spicy, this strain's Skunk lineage was evident from the start. Though it wasn't an overtly pungent strain, it definitely made its presence known, especially when broken apart. This reminded us of some old school strains for sure, with a fresh quality that brought to mind some of the Haze Skunk hybrids such as Jack Herer. Crisp and fresh, it had a taste that almost reminded us of sweet peppers, with some spicy qualities and a hint of sweetness. The smoke was super-smooth and caused almost no coughing, hitting the throat softly and not expanding much at all. After finishing the review samples, we became immediately alert-feeling, energized, and motivated to complete various household tasks. While it did lower the eyelids and redden the eyes a bit, there were no other noticeable signs of being medicated, as we felt completely capable in complex conversations and tasks. While this one wasn't a total pain reliever, there was some element of relief, mainly in the neck and shoulder areas. As it progressed beyond 1.5 hours, it definitely became more sedate and relaxing, even bordering on tiring. This is a common occurance with very ""uppy"" strains, as going back to normal often seems like a dip, when it's really just returning to the median.Clone"
Skunk #1,
Skunk #1 x Northern Lights #5,"With plenty of hybrid vigor and great commercial potential, this cross of two classics is recommended for commercial growers due to its yield and its easy manicuring.Skunk #1 x Northern Lights #5Normally Skunk-dominant, with a fruity and pungent aroma, it also has hints of the more earthy and piney Northern Lights #5. Fairly neutral blend of slight sweetness, pine, and earthy flavors. Sedative and feeling rather Indica-dominant, this strain is good for relaxation, sleep aid, and minor pain relief.  The Sativa components of the Skunk seem to have been mostly bred out for commercial purposes… this feels like almost a straight-up Indica with its relaxing and near-tiring effect. Grows well in either soil or hydro, good for SOG applications if un-topped, can easily be trained into whatever shape is desired.Amsterdam, The NetherlandsThe Seed Bank of Holland"
Skunk #2,
Skywalker OG,"While the overall potency and somewhat steep fall-off around 1.5 hours left us wishing for slightly more potency overall, it seems that part of that was due to the overall clarity of the experience — it never felt overbearing or pushy. The smell and taste package are something that most Kush-lovers will fawn over and while it had minimal body effects, it instilled a sense of calm focus that lent itself nicely to quiet work projects.OG Kush x Sour DieselA sativa-leaning OG Kush phenotype that appeared in the California clone scene circa 2003.  Often confused with the Dutch Passion strain, Skywalker, this phenotype (also called Sativa OG), is said to have gotten its moniker after being largely propagated by a grower named Luke.Spearhead shaped dark olive green calyxes tipped in mortar gray/purple in places, formed in open clusters, with dark brown pistils, and an above average density of long, average stalked trichomes with average headsA pungent earthy citrus OG Kush reek with a lightly sweet finish.Slightly floral sharp citrus with a creamy finish.A slight haze or cloudy feeling comes over the eyes almost immediately, also causing some pressure fluctuations in that area — there was also a pleasant headband/hat-area buzzing that had us feeling quite good immediately. Despite that eye haze, the mental state was very clear throughout, even during the period of initial potency. A clear, vibrant, relaxing OG.CaliforniaClone-only55-65 Days"
Smelliot,
Snow Wreck,"A fusion of two of the California medical scene's most potent Sativa clone-only varieties Trainwreck and Snowcap, Snow Wreck is a heavily Sativa strain that fills the user with energy while also knocking them to the couch.Snowcap x TrainwreckSnowcap is a Northern California medical scene clone thought to have lineage in the Haze family of plants, while Trainwreck is a legendary California strain thought to have Mexican Sativa and Afghani roots.Seems Snowcap dominant, with a fruity-pine scent that carries traces of the Trainwreck's menthol-citrus when ground up. Piney and fresh, it has a Haze-dominant taste profile. Strong and cerebral to start, it can leave the user stuck to the couch simply due to not knowing what to do with themselves.  The Afghani lineage in the Trainwreck is the only thing keeping this strain from feeling completely Sativa, as there is a warming body component.  Potent and long-lasting, Snow Wreck is recommended as a daytime med for those who enjoy strongly Sativa experiences.  Benefits with nerve issues, ocular relief, and appetite stimulation. Trainwreck is known for being unstable and throwing out hermie flowers late in flowering, and this cross of two clone-only females would likely be even more unstable in that sense… use caution.California, USAClone onlyWould anticipate 75+ days based on lineage"
Snowcap,
SnowDawg,
Sour Diesel,"Thought to be an accidental cross when the DNL hermied, Sour Diesel (or East Coast Sour Diesel, as it's commonly called) is a special plant in the OG Kush/ChemDawg line of strains.  Its often ""crushing"" sativa effect actually seems to hit most people as more of an indica, increasing couchlock and being strong to the point of being overwhelming at times.  The plant itself is a fairly lanky one that tends to show lots of foxtailing when finished, practically stinking up the room with its pungent fuel-skunk-citrus bouquet.Unconfirmed, thought to be Original Diesel (ChemDawg '91 x [Massachusetts Super Skunk x Sensi Seeds Northern Lights] x DNL (Northern Lights/Shiva x Hawaiian)When Original Diesel was accidentally crossed with a DNL plant that hermied, it created seed stock that produced the East Coast Sour Diesel (ECSD) clone.  Many seed companies have released crosses with the strain, and some (like Reservoir Seeds) have attempted to reproduce the strain in seed form, releasing a variety of backcrosses and IBLs with varying results.Sour Diesel displays an extremely pungent blend of fuel, skunk, citrus, and spice that will leak through many jars and bags when the strain is well-grown.  The sharpness gets stronger after breaking it up, adding a stronger kick of citrus as well as a cutting fuel aroma that tickles the nose.A frontal attack of skunky citrus funk gives way to a mentholated lime-kissed spice which lingers in the mouth.  The smoke is expansive and will definitely cause coughing on larger hits.Sour Diesel is fairly sativa-dominant but seems to exhibit a headslam of an indica effect at times, especially if let go late into flowering.  It hits the eyes and head immediately, filling them with pressure and energy, while the body seems almost immobile at times, trending heavily towards couchlock — a numbing quality is also often reported, aiding with nerve and muscle pain relief.Sour Diesel isn't known for being a long-laster at medicinal levels — it's a high peak and then a valley normally, often finishing with the user feeling lethargic and a bit drained after the sativa start.  Sour Diesel often helps with nerve issues, appetite, and can also help as a sleep aid during the ""crash"" portion of the effects. Sour Diesel doesn't yield quite as well as Original Diesel, growing a bit more spindly and with lighter buds, but the yield is still above-average.  Training and netting works very well for this strain, and it will take moderate to high amounts of feeding during flower, bulking up until the very end.  It stretches at least twice its initial height when flowered, more than that without training.East Coast of the United StatesClone only, though Reservoir Seeds, Cali Connection, and a few others have since ""selfed"" the ECSD clone to produce feminized seed stockAbout 75 days, can go as long as 85 days for a less uppy experience — the fuel and funk seems to come out later in flower while the citrus elements are present early on."
Sour Grape,"Different from the Gage Green Grape Stomper which was renamed ""Sour Grapes"" by Blue Sky Collective in Oakland, this cut is from Apothecary Genetics and is their Grape Ape crossed with a Sour Diesel.  The hybrid produces larger nugs than the Ape and demonstrates the hybrid vigor one would expect from such a cross.  The mottled purple coloration and tangy sour grape-meets flowers aroma is immediately enticing to users, while the flavor and potent effects keep them coming back for more.Grape Ape x Sour DieselBred by Apothecary Genetics from their Grape Ape mother, this strain is often confused with ""Sour Grapes"", an alternate name for Gage Green Genetics' ""Grape Stomper"", an entirely different cross.  This confusion has not stopped either strain from gaining major popularity in both the California and Colorado medical markets.Sour Grape has shown promise in relief of digestive problems, nausea, anxiety, and mooderate muscle tension.  It also stimulates the appetite quite a bit while improving mood in an even-handed manner, making it suitable for patients seeking versatile relief for either day or night.Like its parent strain Grape Ape, Sour Grapes tends to be a mottled purple rather than turning entirely purple, with a collection of soft almost pastel-like colors blending into a harmonious whole.  The nugs are of medium density thanks to a bit of Sativa influence added from the Diesel, but they still mostly retain the Grape Ape shape and overall structure.  Trichome coverage is above average but there is still enough room to let the color shine through (it doesn't look white to the naked eye).An engaging mix of the two parent strains, Sour Grapes has a fairly soft grape sweetness in the bag but blows up into a complex sour fruit aroma with hints of flowers and incense lingering in the background.  It doesn't tend to have outward Diesel elements, but the added sharpness can definitely be detected among the Grape-dominant package of smells.Sweet and sour grape dominates the flavor, and the Diesel takes a definite backseat, never really being picked up except in that the taste is unlike the standard Grape Ape.  It has an expansive, thick smoke which can often cause coughing.As would be expected with the parental lineage, the effects feel almost like a 50/50 hybrid of Indica and Sativa, with both seemingly coexisting peacefully rather than pulling the patient one way then another.  A balanced mix of facial and head effects blend with a buzzing body that tends to be most comfortable when immobile, resulting in a relaxed but mentally-aware state that is suitable and fairly productive for sedentary mental tasks, but not particularly suited to more strenuous activity.  It hits hard early on and then peters out quite a bit after the hour mark, converting into more of a base relaxation but still retaining mental clarify and not reaching into the heavy, sleepy end of the Indica spectrum.A robust plant, Sour Grape branches well and responds positively to SCROG setups but can also be grown untopped for a fairly large single cola and moderate side growth.  This plant can take fairly heavy feedings and grows equally well in soil or hydroponic setups.California, USAApothecary Genetics55 to 62 days"
Sour Kush,
Sour Willie,"This one is definitely a daytime med, getting the mind moving but still having some body effects to go along with the predominantly head-neck-shoulders Sativa effects package.The Willie Nelson father is Highland Nepalese x Vietnamese BlackBroad arrowhead-shaped wasabi green sepals, arranged in foxtailed stacked calyxes, with bursts of piper red pistils, and above-average coverage with average-stalked trichomes with large headsA pungent Diesel presence was in the forefront when this strain was sitting in the jar/bag, with a skunky and slightly acrid scent propelling a hint of citrus. When we ground it up, the Diesel elements seemed to fade away, giving instead a lightly sweet and complex aroma with hints of fruit and spice. The change was unexpected and refreshing, because Sour Diesel seems to completely take over so many crosses.The flavor was a bit confusing and not as pungent as the aroma, giving us a sharp attack with just a hint of Diesel, then basically leaving behind a clean, fresh, mentholated feeling in the mouth rather than much of a taste. The smoke was smooth and didn't cause coughing except on the largest hits, while the flush appeared to be nearly perfect, leaving behind only a fluffy white ash. This one was enjoyed by all and was repeatedly described as ""pleasant"", but just didn't wow us with a pungent flavor.This strain hit us with an almost entirely Sativa package of effects, increasing both the mental and physical energy of our staff, filling us with a buzzing body and head presence. Facial warmth, ocular/temple pressure, some body numbing, and a racing heart continued through most of the initial hour, eventually backing off slightly into a less racy and cerebral state. We found conversation easy when it was around, but it was also easy to get stuck in your own head so to speak, staring off in space while deep in thought, or zoning in on a project and shutting out the outside world. The buzzing body continued throughout most of the experience and served to make this a fairly versatile med in terms of context, making us equally satisfied with activities or relaxation. A smooth decline in effect left us feeling relaxed but still aware, with no real crash to speak of.ColoradoClone"
Star Train,
Stardawg,"Chem-4 x Tres DawgChem 4 was an original seed popped after a Grateful Dead tour 1991 when two guys from Colorado networked with a fellow fan from Masachusetts. One ounce of supreme quality ""Dog Bud"" (the nickname given to the original plant, possibly originating in Oregon) had a handful of seeds. Of those seeds, one was Chem Dog 4. An allstar of it's own, it was bred to Tres Dawg, a Chem Dog exclusive breeding project. By compounding desired traits in the flowers, Stardawg is remarkably dense, pungent and stoney.Sprouting from perhaps the most influential strain in the modern cannabis market, Stardawg is the cumulation of two Chem Dawg (Chem Dog) strains, of which also spawned from exclusive Chem Dog breeding projects. The legend of Chem Dog, later named Chem Dawg by Top Dawg Seeds, is grand and since the early 90's the strain has become a common ancestor of most strains enjoyed in the 21st century.Stardawg has a dense, velvety texture. Large buds are common in growth and unlike other Chem Dog strains, hold together with minimal stem weight and have an original Skunk #1 appeal.Stardawg is alarmingly potent in chemical, acidic and pine fragrances. Like it's counterparts in the Chem Dog family, It truly smells like a dead skunk and has a very pevasive odor.The musk lingering in the ambient aroma translates directly to flavor, where one may have a salivating or lip smacking reaction when consuming. Thus, it's a favorite for processing into concentrates and the lineage of Chem Dog has spread to most modern day strains.Categorized as a sativa-dominant hybrid, Stardawg has varying effects, mostly relying on personal preference as a guide. For some, Chem Dog strains, and Stardawg in particular, gives a very uplifting, motivational experience most commonly found in sativas. Conversely, some will feel a lethargic ambivalent reaction that is typically enjoyed with indicas. As a result, different shops and seed companies market Chem Dog and Stardawg as indicas or sativas. It's a safe bet to expect a rich THC experience as it typically tests above average compared to other strains.The orignal Chem Dog(s) were born from a bag of ""Dog Bud"" brought from Colorado to Massachusetts. Dog Bud is believed to be an unknown strain from Oregon from the 1980's or perhaps even before. From there, Top Dawg Seed Company has proliferated the lineage to extreme popularity. It is rumored that there are still a few original Chem Dog seeds yet to be germinated.A result of successive breeding projects of Chem Dog (or Chem Dawg), Stardawg is an elite clone-only strain that exemplifies the most desired traits from the original from back in the early 90's."
Starfruit,
Stevie Wonder,
Stone Mountain,
Strawberry Cough,
Strawberry Haze,"The sweet Swiss Sativa on the mother's side gives this strain its distinct sugary berry aroma and taste, while the workhorse NL #5 x Haze on the ""father's side"" (this is feminized stock, so it was also a female plant) adds robust growth and vigor while reducing overall size.  With tight internodal spacing, it is a solid choice for Haze lovers who don't want a gigantic plant that is impossible to keep contained indoors.  The structure also tends to be fairly linear, making it a good choice for SOG methods and other vertical growing.Swiss Sativa x (Northern Lights #5 x Haze C), also called ""Arjan's Strawberry Haze""Created by Arjan, Green House's master breeder during the period of 2000-2004, it was finally released to rave reviews in 2006.Saccharine sweet strawberry + melons + flowers aroma, one of the sweetest-smelling sativas you'll find. Slightly less pronounced than the smell, the flavor is still almost identical to the aroma, with its candy-like fruit flavor lasting through the majority of the dosage. Energetic without being rushy, this is a social, creative type of sativa that elevates mood and sparks the mind. Tastes best in soil but produces best in hydro, like many strains.  Grows very well outdoors and finished mid-October in Northern hemispheres, often as a massive 7 ft. bush.Amsterdam, The NetherlandsGreen House Seed Company, available as feminized seed stock onlyAbout 75 days"
Strawberry Kush,"Smelling fruity and sweet, the Sour Diesel elements seem to come through more on the smoke, chasing off the berry notes.  Several versions exist, but the most common version is a mellow Sativa that gets its smell from the Strawberry Cough and its appearance and flavor primarily from the Sour Diesel/Kush side of the family.Strawberry Cough x Raspberry Kush x Sour Diesel — multiple versions appear to exist, as Strawberry Cough x OG Kush and OG Kush x California Indica (from Royal Dutch Genetics) are also listed in various sourcesSweet and fruity, very much reminiscent of the strawberry and raspberry genetics — only a hint of sharpness Spicy and Kush-dominant, lacking the fruitiness that was present in the smell. Sort of a dual experience, this feels like a true hybrid in that it has a buzzing Sativa body energy but the mental state is supremely relaxed.  It seemed to affect the face and eyes rather heavily, making it feel slightly tiring at times despite the body never feeling drowsy.  It was a worthy strain for pain distraction but didn't seem to actually relieve it.  Appetite stimulation, general relaxation, and ocular attention are the main medical benefits — recommended as an anytime sort of medicine, only at higher doses would it get to the overwhelming area. California, USAClone only, though Royal Dutch Genetics offers a seed version of Strawberry Kush… it's not the known cross though and is OG Kush x California Indica, making it Indica-dominant.Around 65-70 days for the Sativa-dom version"
Sugar Cookie,"The smell is something very unique that most of us hadn't encountered previously, a very refreshing and complex aroma that reminded us of other strains but always threw a wrench into the mix with an unexpected whiff of something. The effects were certainly Indica-dominant in the ""stoned"" vein where sitting on the couch relaxing and staring blankly at a movie seems like a great idea, making this a highly recommendable evening medication. It's great for unwinding at the end of the day without being incapacitated and serves to prepare the body and mind for a night of restful sleep.In-house strain bred by Grasshopper Wellness in ColoradoClaw shaped fern green calyxes , formed in tight closed clusters, with robin red pistils, and an above average density of average length, thin stalked trichomes with large heads, and a carpet of peltate trichomesThis strain has a very unique aroma that brought to mind a variety of sharp yet sweet scents. A burst of lime-kissed cleaner meets a sugary cherry syrup quality — it's certainly very sweet but the freshness and sharpness adds a complex dimension that was not noticed before breaking/grinding it up. Top-notch aroma here, and very unique.The initial flavor was much like the smell — a more flowery and smooth version of the lime-pine-sweetness combination. As the taste progressed though, it took on more of a holiday spice + anise quality, with an interesting sharp muskiness. The flavor degraded quite a bit th0ugh as it progressed, making us cough quite a bit and leaving a slightly funky aftertaste. Flush-wise, it could definitely use some work, as the final ash was a somewhat murky dark gray for most of the review staff.This strain started off with a little mental boost, serving to slap us awake a little bit with its potency. There were a strange package of pressure effects with this one, with multiple reviewers reporting strong jaw, ear, and forehead pressure — the ears were especially unique, as they were both warm and pressurized. Beyond the odd physical sensations with this one, it moved quickly into an Indica state of goofy, slightly lazy relaxation where mental function was intact, but just barely. Definitely a couchy movie-watching type of strain, though even concentrating on something like that might be a little more difficult than normal. Dropping in effect quite a bit after 1.5 hours, it had a smooth comedown that left us feeling relaxed and ready for bed, depending on the timing of medication.ColoradoClone55-65 Days"
Sugar Hashplant,"This is a pretty even hybrid, providing some strong Indica presence from the Hashplant and the Sativa sweetness of the Sugar #7.Sugar #7 x HashplantLightly sweet but overall fairly earthy/hashy like most Hashplants Nondescript flavor with a background of sweetness — normally described as ""hashy"" The start is rather heady and Sativa in nature, but it quickly shows its true colors as an Indica-dominant hybrid, with strong body relaxation properties and a mildly hazy mental state.  Recommended as a late evening/night medication primarily, as the latter parts encourage sleep. Unknown, was available from Grasshopper Wellness in Denver, CO in July 2010Clone only, rare"
Summit Sweet Skunk,
Sunset Kush,
Super Lemon Haze,"With its strong and sweet lemon qualities in both the smell and taste, this strain certainly lives up to its reputation and name when well-grown.  With the indica lineage present in the sativa-dominant hybrid, it results in a rather calm experience for a haze-based strain — rather balanced between head and body effects overall.  The plant grows with short internodes and responds well to topping.  The standard shape for the untrained plant is a Christmas tree-style sativa, with solid buds that have a high calyx-to-leaf ratio.Lemon Skunk (Green House used the original Vegas Lemon Skunk clone) x Super Silver Haze (Skunk #1 x Haze C) x (Northern Lights #5 x Haze C)The Lemon Man is the holder of the original Lemon Skunk mother, which has roots reaching back nearly 20 years into the Las Vegas-area growing community.Thought to be an original Sacred Seeds Skunk #1 release with a special lemony scent and flavor, the original Lemon Skunk made its way to Amsterdam and into the hands of Arjan, Green House Seeds' chief breeder.  He crossed it with a spectacular and highly Sativa-looking Super Silver Haze male, and as they say, ""the rest is history…""Strongly citrusy (lemon peel, grapefruit), often smelling sweet like Lemonheads candy — the Haze elements come through in the form of a flowery and spicy undertone.Rather lemony with some flowery elements, almost identical to the smell when grown properly.A motivational, creative, mood-elevating experience, Super Lemon Haze also comes with an array of body effects.  A buzzing, relaxed body that feels capable makes the elevated mood especially enjoyable.  This is a great daytime outdoorsy strain, perfect for a summer day spent doing activities or simply enjoying the day.  The medicinal qualities include: mood elevation, anti-anxiety, body relaxation, ocular attention, creativity, and appetite stimulation.Works well indoors or out, and works well in high-EC hydro or soil setups.  Soil tends to bring out more of the lemon flavor and smell.  Plants grow tall but respond well to topping.Amsterdam, NetherlandsGreen House Seeds9-10 weeks"
Super Silver Crippler,
Super Silver Haze,
Super Silver Haze x ChemDawg - Sour #7,
Super Silver Haze x ChemDawg - Sweet #9,
Super Silver Haze x Herijuana,Super Silver Haze x HerijuanaWoodhorse SeedsLimited Seed Release
Super Silver Lights,"We appreciated how smooth the whole experience felt, from the pleasantly cool and mentholated smoke to the steadiness of the mood elevation and ocular effects. This one fits somewhere in the functional daytime Indica category at lower dosages, but creeps into the nighttime Indica category when the dosage is stepped up, and especially without remedication, as the end of the experience was fairly tiring for our staff.Fat arrowhead-shaped olive drab sepals, arranged in loose cluster calyxes, with frequent bursts of light ochre pistils, and average coverage with long thin-stalked wavy trichomes with average headsThe crisp, clean, fresh-smelling aroma that this strain produced definitely brought to mind both of the parents, as well as other strains such as Colorado Cough, Snowcap, and other NL #5/Haze variants. It almost tingles the nose with a mentholated flowery sweetness, getting quite a bit more pungent when it's broken apart.The flavor was almost exactly like the aroma, which is normally a good sign in our minds. Clean and smooth, it was a little sweet going in and left behind a flowery, mentholated aftertaste which left the mouth feeling fresh and the lungs breathing easy. The fluffy light gray and white ash left behind was further evidence of the proper flush, dry, and cure that this sample appeared to have received.The initial effects of this one were Sativa in nature for the majority of our staff, serving to wake up our minds a bit and just provide a little jolt to the system due to the potency. We also got some early facial effects (specifically in the jaw and eye areas, strangely enough) and an immediate mood elevation, which had use feeling functional and content. After the first 30-45 minutes, the experience took a heavy turn for one of our reviewers, where he was almost falling asleep on the couch mid-evening (a rarity), due in large part to the at times heavy eye effects, which made them feel sunken, heavy, and a little dry. The other reviewers didn't get to the point of falling asleep, but it did start feeling heavier in general, providing quite a bit of relaxation, both mentally and physically. For an Indica-dominant hybrid, the end of this one felt suspiciously similar to the ""crash"" that one often feels at the end of a high-octane Sativa experience, leaving us a bit drained and tired, but still mentally positive and happy.ColoradoClone"
Super Silver Sour Diesel Haze (SSSDH),Super Silver Haze x Sour DieselLimited seed release bred by Reservoir Seeds combining oldschool Greenhouse Seeds Super Silver Haze and Reservoir's Sour Diesel IBLEast CoastLimited Seed Release
Super Sour Fire OG Kush,"A fusion of some pretty ridiculous genetics, this strain is caked with tall, fat-headed trichomes and produces a hearty fuel-Kush stank when disturbed.Super Sour Deez (Sour Diesel IBL x Sour Lemon Larry OG Kush) x Fire White OG Kush (OGRaskal's Fire OG Kush x Krome's The White)Not a ton of information available on this particular hybrid, but from Elite Genetics' website, it appears that it would be a 9-10 week flowering.  As far as the parent strains go, Elite is known for breeding with an IBL (inbred line, meaning highly stabilized) Sour Diesel for many of their projects, including this one.  OGRaskal's Fire OG Kush is one of the super-elite Kush clones floating around the world right now, and Krome's ""The White"" cut (aka Triangle) is another of the absolute top-level clones.  All the parent strains sport a strong fuel or Kush element to their taste and smell, making this strain a pretty incredible concentration of those flavor and aroma terpenes.A near-overwhelming blend of fuel, gun oil, and chemical stank and the more subtle flowery/spicy notes of the Kush.  Skunky from a distance, it yields some fennel and citrus aromas when broken up and allowed to settle a bit.  A real ""must smell"" for Kush and Diesel lovers… Much like the smell, it's a true fusion of the harsh and acrid Sour Diesel flavors and the subtle Kush, which includes spice and citrus.  Enduring and never taking a bad turn, the smoke was flavorful, thick and powerful without being a total lung-buster. Very strong off the bat, with a spacey mental state and the urge to just sit and soak in the world, this strain is certainly above-average in potency.  A Sativa effects package to start with lots of head/eye pressure fluctuations, changes in visual perception, and a boost of energy.  Despite the potency, it leaves you able to focus if needed, generally on one task at a time.  It shifts gears around the 2 hour mark, converting into more of a sedating experience with solid body relaxation properties. USA — Elite Genetics was based out of Michigan, but most of the genetics involved here are from CaliforniaElite Genetics Seed CompanyAssume 65+ days… it says 9-10 weeks on Elite's now-defunct website"
Sweet Afghani Delicious,"Unexpectedly sweet and fruity, this strain will certainly please those patients who place smell on the top of their list of qualities to look for. But even if that's not your thing, the effects were genuinely enjoyed by all of the staff, especially as a late-day or night-time med when relaxation is the goal. A very interesting strain indeed, though we wish the duration was a little longer.Bred by Sweet Seeds in Spain to be a sweet-smelling high-yielding Indica with good resistance to fungus and disease, they self-pollinated an award winning Black Domina held since 1998.Spearhead shaped avocado green calyxes, formed in loose closed clusters, with copper pistils, and an average density of long, thin-stalked trichomes with average heads, and lithocysts protruding.Totally unexpected except for that it was in the name, this strain was extremely sweet-smelling, reminding us of movie theater red rope licorice or a strawberry fruit roll-up — wonderful sweet, fruity scent with no trace of the normal musk seen in the parent strains. Truly a top-notch smell package for people who like sweet and fruity… the pungency is quite remarkable as well.Though one reviewer picked up some sweetness, this one was thought to be mainly earthy and much more reminiscent of the usual Afghani varietals. This one had a variety of woodsy and earthy tastes but also a twang that reminded one reviewer of fancy cheeses. It was a rather smooth smoking experience but left a medium gray ash and likely could've used a slightly longer flush.Truly a pure Indica/Afghani experience, this strain provided great relaxation properties throughout the body and mind, but especially in the upper back/shoulder/neck area, which felt particularly nice. A creeping head effect (one reviewer mentioned a ""headband feeling"") was mostly concentrated in the eyes and also led to a slightly slow and goofy mental state with an elevated mood. Once the main potency passed, it felt extremely functional though relaxing, finishing back at a normal energy level.SpainSeed56-63 Days"
Sweet Sweet,"Sweet Sweet is a great yielder for a sativa and is thought to be a prime phenotype of the original Skunk #1. As the common ancestor to nearly all strains in the modern cannabis market, Skunk #1 hasn't lost its power punch in the three decades it has blessed the cannabis community and is evident in this sharply flavored specimen. Bubblegum and hard candySkunky, heavy bodied smoke lingers in the mouth and permiates the surrounding air with the aroma of a 70's dorm room. One of the more gentle sativas, Sweet Sweet will give users a more relaxed, less rushing high than perhaps a Haze variety would. Still potent, you should expect increased thought production, heart rate and motivation. Clone Only"
